"word","n"
"barstools",2
"baseballs",2
"baseboard",2
"baseboards",2
"bases",2
"batch",2
"bathes",2
"baths",2
"bats",2
"battering",2
"bback",2
"bbems",2
"bc",2
"bct",2
"bd",2
"beacme",2
"beard",2
"bearm",2
"beautician",2
"becamedizzy",2
"bedat",2
"beddx",2
"beding",2
"beekeeper",2
"beetle",2
"beg",2
"begah",2
"beganhaving",2
"beganto",2
"begn",2
"begna",2
"behaviorial",2
"behindw",2
"beinding",2
"beinghit",2
"benchpressing",2
"benefit",2
"benging",2
"benzos",2
"betwee",2
"betweenthe",2
"betwen",2
"beverges",2
"bg",2
"bhi",2
"bialteral",2
"bibemspt",2
"bicarbonate",2
"bid",2
"bilater",2
"bilateralshoulder",2
"bilaty",2
"bile",2
"bilteral",2
"biological",2
"bipap",2
"birds",2
"bison",2
"bitby",2
"bkdx",2
"bkpn",2
"blacksmith",2
"blance",2
"blding",2
"bldy",2
"bleached",2
"bleow",2
"bleww",2
"blk",2
"blod",2
"bloo",2
"bloodfrom",2
"bloodied",2
"blooding",2
"bloodwork",2
"blowers",2
"bltl",2
"blueberry",2
"blur",2
"bnoed",2
"boar",2
"boardat",2
"bodyin",2
"boilers",2
"bolting",2
"bombinhaled",2
"bon",2
"boning",2
"bony",2
"booties",2
"boric",2
"boring",2
"bosy",2
"botanical",2
"bothe",2
"botheyes",2
"bothfell",2
"bothhands",2
"bothknees",2
"bounched",2
"bovine",2
"bowel",2
"bown",2
"boxat",2
"boxesdx",2
"boxfell",2
"boxxes",2
"brach",2
"braches",2
"brachioradialis",2
"breakthe",2
"breather",2
"brewer",2
"bridgeof",2
"briefcase",2
"briefely",2
"brings",2
"briskly",2
"bristle",2
"bro",2
"broadside",2
"broccoli",2
"brokecutting",2
"bromide",2
"bronc",2
"bronchoscopes",2
"brushcutter",2
"brushes",2
"brusitis",2
"brussel",2
"btl",2
"bttm",2
"btween",2
"bubbled",2
"buck",2
"buffet",2
"buffs",2
"buggies",2
"buldging",2
"bullrider",2
"bullseye",2
"bult",2
"bumpedby",2
"bunr",2
"bureau",2
"burglar",2
"burglary",2
"burne",2
"burningdx",2
"burningpain",2
"burnof",2
"burrito",2
"burs",2
"bursting",2
"busses",2
"butane",2
"butn",2
"butocks",2
"butteryfly",2
"buttockdx",2
"buttok",2
"buying",2
"buzz",2
"bvack",2
"byan",2
"bydog",2
"byinsect",2
"byone",2
"bythe",2
"bytruck",2
"bywork",2
"c02",2
"c0ntusion",2
"c1",2
"cabdriver",2
"cad",2
"cadmium",2
"cageat",2
"caght",2
"cahsier",2
"caht",2
"calculator",2
"calling",2
"calls",2
"calve",2
"calving",2
"cam",2
"cameback",2
"camedown",2
"camels",2
"cameras",2
"cameto",2
"canging",2
"cannabinoid",2
"cannine",2
"cannula",2
"canopy",2
"cantact",2
"cantelope",2
"caping",2
"caprenter",2
"capsized",2
"carboard",2
"carburetor",2
"cardiacarrest",2
"cardoor",2
"career",2
"carlift",2
"carousel",2
"carpenters",2
"carport",2
"carriages",2
"carriesheavy",2
"carrrying",2
"carryig",2
"carryin",2
"carryinga",2
"carseat",2
"carshed",2
"carthat",2
"carwindow",2
"caryying",2
"cashing",2
"cassette",2
"castrating",2
"casuing",2
"cataract",2
"catepillar",2
"cau",2
"caucasian",2
"caug",2
"caughtfire",2
"caughth",2
"caugth",2
"cauing",2
"caus",2
"causign",2
"caute",2
"caution",2
"cd",2
"cehst",2
"celaning",2
"cellar",2
"celulitis",2
"cementfloor",2
"cerivcal",2
"cerumen",2
"cervial",2
"cervic",2
"chafing",2
"chained",2
"chairand",2
"chairat",2
"challeged",2
"changiing",2
"channel",2
"chaos",2
"chapped",2
"charity",2
"charlie",2
"chassis",2
"cheater",2
"checker",2
"cheeck",2
"cheekbone",2
"cheekdx",2
"chemcal",2
"chemica",2
"chemicalburns",2
"chemicalconjunctivitis",2
"chemicalexposure",2
"chemotherapy",2
"cherst",2
"cheset",2
"chestwallpain",2
"chf",2
"chief",2
"chilli",2
"china",2
"chindx",2
"chippedfront",2
"chldrn",2
"chloroform",2
"chocked",2
"cholecystectomy",2
"chr",2
"chroic",2
"chronicback",2
"cial",2
"cig",2
"cinnamon",2
"ciontusion",2
"circle",2
"circut",2
"citizen",2
"citizens",2
"cl",2
"claimed",2
"clammy",2
"clamping",2
"clams",2
"clasp",2
"classes",2
"clavicel",2
"clavicles",2
"clawed",2
"clbp",2
"clea",2
"cleaningat",2
"cleanng",2
"cleanup",2
"cleat",2
"clening",2
"clever",2
"cliff",2
"clinics",2
"clininc",2
"clockwise",2
"cloed",2
"clos",2
"clots",2
"cmlaceration",2
"cnt",2
"cnts",2
"cntusion",2
"coaster",2
"cobwebs",2
"coccydynia",2
"cocktail",2
"coffeepot",2
"collapsedon",2
"collasped",2
"colleagues",2
"collied",2
"cologn",2
"colony",2
"colored",2
"combo",2
"comealong",2
"comingdown",2
"comments",2
"comming",2
"commotion",2
"commuted",2
"compacter",2
"compacting",2
"compelx",2
"competition",2
"compnay",2
"composite",2
"compounding",2
"compund",2
"comupter",2
"conatct",2
"concentrate",2
"concentration",2
"concret",2
"concreteat",2
"concretedx",2
"concreteto",2
"concussin",2
"concussions",2
"concussoin",2
"condenser",2
"conditio",2
"conditioned",2
"condylar",2
"coneal",2
"confirmed",2
"confront",2
"congested",2
"conjunc",2
"conjunctive",2
"conjunctivi",2
"conjunctivis",2
"conjunt",2
"connection",2
"conotusion",2
"conreal",2
"constipation",2
"constr",2
"construc",2
"construciotn",2
"constructin",2
"constructino",2
"constructio",2
"constructionwhen",2
"constructon",2
"consumers",2
"consytruction",2
"containerand",2
"containg",2
"contamin",2
"contaminate",2
"contamined",2
"contest",2
"continuing",2
"contitioner",2
"contiusion",2
"contousion",2
"contracted",2
"contracting",2
"contributed",2
"controled",2
"controling",2
"controll",2
"contusi0n",2
"contusionelbow",2
"contusionhand",2
"contusionof",2
"contusionshoulder",2
"contusionsto",2
"contusiont",2
"contusiuon",2
"conusion",2
"convalescent",2
"conveyorbelt",2
"conveyour",2
"convulsion",2
"cooant",2
"cookand",2
"cooks",2
"copious",2
"copperhead",2
"corale",2
"coreal",2
"coring",2
"cornealburn",2
"cornerof",2
"coronoid",2
"corp",2
"corrected",2
"correctly",2
"cosmetics",2
"costochonddritis",2
"costochondoritis",2
"costume",2
"costumes",2
"cots",2
"couches",2
"coughingand",2
"cought",2
"couging",2
"counsler",2
"count",2
"coupler",2
"coustomer",2
"cowboy",2
"cpm",2
"crabs",2
"cram",2
"crampy",2
"cratched",2
"crawler",2
"crazy",2
"creates",2
"creatinine",2
"cribs",2
"crisis",2
"crna",2
"croissants",2
"crooked",2
"crop",2
"crosser",2
"crouch",2
"croutons",2
"crsh",2
"crshed",2
"cruciate",2
"crude",2
"crumpled",2
"cruris",2
"crus",2
"crushes",2
"crying",2
"cs",2
"cted",2
"cubicles",2
"cuffed",2
"cught",2
"culprit",2
"curbing",2
"curette",2
"curled",2
"curling",2
"currenly",2
"curve",2
"cushioned",2
"custom",2
"cuthand",2
"cuther",2
"cuticles",2
"cutl",2
"cutleft",2
"cutthe",2
"cuttin",2
"cuttng",2
"cutwrist",2
"cyanide",2
"cylider",2
"cynder",2
"cytology",2
"d4",2
"dances",2
"dart",2
"dayand",2
"dayas",2
"daydx",2
"dayprogram",2
"daysa",2
"daysat",2
"daysprior",2
"dayspta",2
"dbl",2
"ddle",2
"ddropped",2
"ddx",2
"deboner",2
"debones",2
"deboning",2
"debrie",2
"decal",2
"decals",2
"decending",2
"decline",2
"ded",2
"defibrillator",2
"deficit",2
"deficits",2
"deflate",2
"deformed",2
"degloved",2
"degrease",2
"dehdyration",2
"dehiscence",2
"dehumidifier",2
"dehydra",2
"dehydraton",2
"dehyration",2
"delay",2
"deliat",2
"deliv",2
"deliveryperson",2
"demographics",2
"demratitis",2
"dense",2
"dent",2
"deos",2
"depart",2
"departments",2
"dependant",2
"deposit",2
"depth",2
"derma",2
"dermatit",2
"dermatiti",2
"dermatitisto",2
"dermatologist",2
"dermititis",2
"desease",2
"detaching",2
"detained",2
"detassling",2
"detectors",2
"detmatitis",2
"deve",2
"developd",2
"developedback",2
"developes",2
"developmental",2
"develpoed",2
"deveoped",2
"dextrose",2
"deydration",2
"dgree",2
"dhead",2
"dia",2
"diab",2
"dialysate",2
"diaphram",2
"dida",2
"didnot",2
"diesease",2
"differential",2
"diffusely",2
"diging",2
"digt",2
"dilocation",2
"dilute",2
"dinger",2
"dinjury",2
"disagreement",2
"disassemblingit",2
"discard",2
"disch",2
"discharging",2
"disconneting",2
"discount",2
"discussion",2
"disect",2
"disecting",2
"disembarking",2
"dishwahser",2
"dishwater",2
"disinfecting",2
"disl",2
"disp",2
"displd",2
"disruptive",2
"distalleft",2
"distally",2
"distant",2
"distl",2
"distributor",2
"disturbing",2
"ditchbank",2
"dividing",2
"dizzyand",2
"dizzyness",2
"dlbp",2
"dle",2
"dob",2
"doctoring",2
"documents",2
"dodgeball",2
"dodging",2
"doesnot",2
"doig",2
"doign",2
"doingalot",2
"dollar",2
"domain",2
"dominate",2
"donkey",2
"dont",2
"donw",2
"doorman",2
"doorno",2
"doot",2
"doping",2
"dorm",2
"dorsiflexed",2
"dorsiflexion",2
"dorsumof",2
"doses",2
"doubled",2
"dowel",2
"down3",2
"downa",2
"downat",2
"downdx",2
"downfrom",2
"downstate",2
"dpoing",2
"drains",2
"drape",2
"drematitis",2
"driking",2
"dril",2
"drillbit",2
"drining",2
"driverdx",2
"driverin",2
"drivethrough",2
"drivethru",2
"drmatitis",2
"drone",2
"drooping",2
"droppped",2
"drover",2
"drv",2
"drve",2
"dryers",2
"ds",2
"du",2
"ducked",2
"ducking",2
"ducting",2
"duffle",2
"dui",2
"dumpsterwhen",2
"duringarrest",2
"durty",2
"dustpan",2
"dwon",2
"dx2nd",2
"dxbilat",2
"dxbk",2
"dxcarboxyhemoglobinemia",2
"dxcervical",2
"dxchem",2
"dxchi",2
"dxconcussion",2
"dxcrushing",2
"dxdx",2
"dxfracture",2
"dxgroin",2
"dxminor",2
"dxmultiple",2
"dxparonychia",2
"dxpuncture",2
"dxsubconjunctival",2
"dying",2
"dys",2
"earpiece",2
"earplugs",2
"easel",2
"easily",2
"easy",2
"ebtween",2
"echo",2
"edg",2
"edging",2
"edh",2
"eeg",2
"effusi",2
"ehavy",2
"eight",2
"eje",2
"elbowsprain",2
"elbw",2
"elbwo",2
"electical",2
"election",2
"electr",2
"electrically",2
"electrick",2
"electricl",2
"electricty",2
"electricution",2
"electrified",2
"electrocautery",2
"element",2
"elephant",2
"elev",2
"elevation",2
"elft",2
"ellis",2
"elopement",2
"elsewhere",2
"elvator",2
"embalming",2
"embed",2
"embeded",2
"emc",2
"emergent",2
"emloyee",2
"emploee",2
"employ",2
"employeestates",2
"employement",2
"employye",2
"emplyed",2
"empoyee",2
"enbankment",2
"endedwhile",2
"endloader",2
"endoscopy",2
"ends",2
"engineto",2
"engraving",2
"entails",2
"envi",2
"enviornment",2
"enviornmental",2
"epain",2
"epididymoorchitis",2
"episodic",2
"equ",2
"equi",2
"equipmentat",2
"equipments",2
"equipmentwhen",2
"equipmnt",2
"erase",2
"erratic",2
"eruption",2
"eruptions",2
"erwith",2
"escalate",2
"escorted",2
"esrd",2
"essential",2
"established",2
"ethan",2
"eti",2
"ett",2
"euipment",2
"evacuated",2
"eveloped",2
"everday",2
"eversince",2
"eversion",2
"everything",2
"evicted",2
"exacerbationof",2
"examine",2
"exaust",2
"excavating",2
"excerbatd",2
"excerbatedher",2
"excessing",2
"exchange",2
"excluding",2
"excoriations",2
"executing",2
"exertional",2
"exerts",2
"exloded",2
"expected",2
"exper",2
"experiment",2
"expired",2
"explanation",2
"expoded",2
"exposre",2
"exposuer",2
"exposuredx",2
"expsosure",2
"expsure",2
"exsposure",2
"extemity",2
"extendable",2
"extensively",2
"externally",2
"extremly",2
"extremtiy",2
"extrinsic",2
"eyeafter",2
"eyechemical",2
"eyefbs",2
"eyeglass",2
"eyelide",2
"eyellid",2
"eyeprotection",2
"eyesdx",2
"eyeswhile",2
"eyewash",2
"eyewith",2
"eylid",2
"eyst",2
"faace",2
"fabricating",2
"fabrics",2
"facail",2
"faceat",2
"facecontusion",2
"facehit",2
"facelaceration",2
"faceon",2
"facet",2
"facew",2
"facia",2
"faciallac",2
"facilty",2
"facitis",2
"faical",2
"fairgrounds",2
"faling",2
"fallat",2
"fallingdx",2
"fallingfrom",2
"fallingonto",2
"fallon",2
"fallonto",2
"families",2
"fanbelt",2
"fanblade",2
"fascicitis",2
"fash",2
"fashion",2
"fastened",2
"faster",2
"fatal",2
"fathers",2
"fax",2
"fbremoval",2
"fbthigh",2
"fbto",2
"fed",2
"fee",2
"feeds",2
"feelig",2
"feetand",2
"feetfor",2
"fekk",2
"fellagainst",2
"felland",2
"fellback",2
"fellbwd",2
"fellforward",2
"fellfrom",2
"fellhit",2
"fello",2
"fellstruck",2
"fellt",2
"felltwisting",2
"fellx2",2
"felther",2
"feltlow",2
"felw",2
"fem",2
"femal",2
"femerol",2
"femlae",2
"fenced",2
"fennel",2
"fifting",2
"figer",2
"fighters",2
"filings",2
"filler",2
"fillers",2
"finally",2
"finding",2
"finers",2
"fingera",2
"fingeramputation",2
"fingerand",2
"fingeravulsion",2
"fingerbetween",2
"fingerc",2
"fingercaught",2
"fingerfrom",2
"fingerfx",2
"fingergot",2
"fingerinjury",2
"fingerinto",2
"fingerr",2
"fingersdx",2
"fingerwith",2
"finiger",2
"fionger",2
"fireand",2
"fireat",2
"firedepartment",2
"firedept",2
"firefighters",2
"firefighther",2
"firework",2
"fishbone",2
"fishhook",2
"fixa",2
"fla",2
"flagpole",2
"flags",2
"flagstone",2
"flailed",2
"flankpain",2
"flaps",2
"flares",2
"flareup",2
"flaring",2
"flatcar",2
"flathead",2
"flee",2
"flel",2
"flesh",2
"flexes",2
"fli",2
"fliers",2
"flightof",2
"flightsof",2
"flipepd",2
"flo",2
"float",2
"floorc",2
"floorfell",2
"flopping",2
"floss",2
"flushot",2
"flusing",2
"fluttering",2
"flyboard",2
"fngers",2
"fngrs",2
"foes",2
"fof",2
"fogged",2
"fogger",2
"foing",2
"folded",2
"foodat",2
"footer",2
"footinjury",2
"footon",2
"footrest",2
"footslipped",2
"footwhile",2
"for5",2
"forcep",2
"foreamr",2
"forearmlaceration",2
"forerarm",2
"forkilift",2
"forkliftand",2
"forkliftat",2
"forkliftdx",2
"formaldhyde",2
"formation",2
"formula",2
"forsubject",2
"forthe",2
"foto",2
"foundary",2
"fractre",2
"fractrue",2
"fractrure",2
"fractuer",2
"fracturedfoot",2
"fracturedwrist",2
"fractureof",2
"fracturewith",2
"fracure",2
"fracute",2
"fragmented",2
"framed",2
"freezerr",2
"frequenly",2
"frequentheavy",2
"frequentlifting",2
"freshner",2
"fried",2
"friendly",2
"fright",2
"frisking",2
"frnd",2
"frombehind",2
"fromburning",2
"fromfire",2
"fromfloor",2
"fromhis",2
"fromladder",2
"fromlifting",2
"fromwork",2
"frond",2
"frons",2
"frothy",2
"frotnal",2
"frquently",2
"fter",2
"ftfrom",2
"ftoff",2
"ftonto",2
"ftr",2
"fugitive",2
"fulid",2
"fumigated",2
"fumotoxin",2
"fundraiser",2
"fungus",2
"furn",2
"furni",2
"furuncle",2
"fuzzy",2
"fws",2
"fxdx",2
"fxphalanx",2
"gabrage",2
"gagging",2
"gague",2
"gall",2
"gallbladder",2
"garbagae",2
"garbages",2
"gastroenteritis",2
"gat",2
"gaugeneedle",2
"gaveway",2
"gazebo",2
"gearshift",2
"gease",2
"gettingoff",2
"gettingout",2
"gf",2
"gfinger",2
"gical",2
"girder",2
"givn",2
"glanced",2
"glancing",2
"glans",2
"glases",2
"glassbottle",2
"glassdx",2
"glassfrom",2
"glaze",2
"glazed",2
"glov",2
"gloveon",2
"glovesat",2
"glued",2
"gluing",2
"glutaraldehyde",2
"glute",2
"gluteus",2
"gointo",2
"gold",2
"golfcourse",2
"golfers",2
"gong",2
"goofing",2
"gopher",2
"gorund",2
"gotbitten",2
"gotcaught",2
"gotinfected",2
"gotpunched",2
"gotsomething",2
"gotworse",2
"gouged",2
"gound",2
"goup",2
"grabbedby",2
"grabbedher",2
"grad",2
"grandchildren",2
"graphic",2
"grbbed",2
"greased",2
"greaser",2
"greattoe",2
"greese",2
"grib",2
"griinding",2
"grinded",2
"grips",2
"gritty",2
"grocerystore",2
"groggy",2
"groinpain",2
"groinstrain",2
"gross",2
"groundlevel",2
"grt",2
"gsws",2
"gtube",2
"guacamole",2
"guerny",2
"guests",2
"gums",2
"gundx",2
"gunman",2
"gurad",2
"guttering",2
"gymnast",2
"h20",2
"h2o2",2
"h2s",2
"habd",2
"hack",2
"hadblood",2
"hadsome",2
"haed",2
"hairs",2
"halfway",2
"halligan",2
"halogen",2
"halway",2
"hame",2
"hammerwhile",2
"hamper",2
"handagainst",2
"handand",2
"handcart",2
"handdue",2
"handheld",2
"handin",2
"handinto",2
"handrails",2
"handshake",2
"handto",2
"handtrucks",2
"handw",2
"handwas",2
"handwhen",2
"handwith",2
"hangnail",2
"happenedat",2
"happens",2
"hasa",2
"hasdeveloped",2
"hasto",2
"hatdx",2
"haustion",2
"havingneck",2
"havingpain",2
"havoing",2
"haybaler",2
"hayloft",2
"hazy",2
"hcl",2
"hdness",2
"hdq",2
"heaby",2
"heaccidentally",2
"headach",2
"headcontusion",2
"headinto",2
"headness",2
"headstart",2
"headw",2
"headwith",2
"heand",2
"heardpop",2
"hears",2
"heaviy",2
"heavylogs",2
"heavymaterials",2
"heavyt",2
"heavywindow",2
"heayv",2
"hedeveloped",2
"hedgetrimmer",2
"hedgetrimmers",2
"heelpain",2
"hefelt",2
"hegot",2
"heimliech",2
"heis",2
"helpinga",2
"helpint",2
"hematoms",2
"hemmorrhage",2
"hemorrh",2
"henoticed",2
"herad",2
"herdesk",2
"herhand",2
"herknee",2
"herleft",2
"herlower",2
"hernation",2
"herneck",2
"herright",2
"hershift",2
"herto",2
"herwork",2
"herwrist",2
"hestrained",2
"het",2
"hetripped",2
"hetwisted",2
"hfwh",2
"hgt",2
"hh",2
"hhip",2
"hiccups",2
"hich",2
"hide",2
"hikes",2
"hil",2
"hilo",2
"himand",2
"himeself",2
"himselfat",2
"himselfin",2
"hine",2
"hiot",2
"hipcontusion",2
"hir",2
"hisankle",2
"hisboot",2
"hisboots",2
"hisforearm",2
"hisleg",2
"hisneck",2
"hispanic",2
"hisright",2
"histology",2
"hita",2
"hitby",2
"hitching",2
"hitelbow",2
"hithand",2
"hititng",2
"hiton",2
"hitr",2
"hittingchest",2
"hittinghand",2
"hittingher",2
"hittingr",2
"hittingrt",2
"hittting",2
"hitw",2
"hitwith",2
"hiw",2
"hman",2
"hnad",2
"hol",2
"holders",2
"holidays",2
"homeafter",2
"homehealth",2
"homemade",2
"honey",2
"hooded",2
"hoodie",2
"hoop",2
"hoove",2
"hooves",2
"hopital",2
"hopsital",2
"hoseand",2
"hosing",2
"hospitaldx",2
"hospitals",2
"host",2
"hotels",2
"hotoil",2
"hourse",2
"hourspta",2
"housekeepr",2
"houskeeper",2
"hrago",2
"hre",2
"hrsago",2
"hrspta",2
"htis",2
"hubcap",2
"hum",2
"humab",2
"humb",2
"hungry",2
"hunting",2
"huring",2
"hurled",2
"hurthis",2
"hydration",2
"hydride",2
"hydroplaning",2
"hygenist",2
"hyp",2
"hyperabducted",2
"hyperflexion",2
"hypersensitivity",2
"hyperten",2
"hypochlorite",2
"hypoglycemic",2
"hypotension",2
"hypoxemia",2
"ibuprofen",2
"iceat",2
"icemaker",2
"ichy",2
"icing",2
"icn",2
"iddle",2
"ideation",2
"identified",2
"ifell",2
"ift",2
"igh",2
"igniting",2
"il",2
"ile",2
"immediat",2
"immersed",2
"immobility",2
"immunization",2
"impacter",2
"impairment",2
"implants",2
"inahaling",2
"inaled",2
"inaltercation",2
"inambulance",2
"inand",2
"inboth",2
"incidentally",2
"incieting",2
"incinerator",2
"incisor",2
"incl",2
"incleaning",2
"included",2
"inconstruction",2
"incont",2
"incontact",2
"incorrect",2
"increaed",2
"increasingly",2
"incurring",2
"inde",2
"indec",2
"indeterminate",2
"indicate",2
"indication",2
"indirect",2
"inductrial",2
"induistrial",2
"infactory",2
"infections",2
"infex",2
"infiltrated",2
"inflamation",2
"inflamed",2
"influenza",2
"informatin",2
"infrapatellar",2
"infraspinatus",2
"ingection",2
"ingredient",2
"inhailed",2
"inhala",2
"inhalaing",2
"inhalatioin",2
"inhalent",2
"inhallway",2
"inijury",2
"injdx",2
"injections",2
"injectionto",2
"injiury",2
"injjred",2
"injl",2
"injued",2
"injuredhip",2
"injuredit",2
"injuringneck",2
"injurng",2
"injuryat",2
"injuryoccured",2
"injuryof",2
"injuryw",2
"injuryx",2
"injyry",2
"inmatewhen",2
"inmiddle",2
"inn",2
"innjury",2
"inpt",2
"inroad",2
"insectd",2
"insecticides",2
"inslin",2
"insomnia",2
"inspects",2
"instaling",2
"installed",2
"instep",2
"instructed",2
"instructions",2
"insued",2
"insuffiency",2
"intalling",2
"intensified",2
"intention",2
"internship",2
"interpreter",2
"intervention",2
"intestine",2
"intofinger",2
"intohand",2
"intohim",2
"intolerance",2
"intolt",2
"intomouth",2
"intort",2
"intra",2
"intradermal",2
"intravenous",2
"intrinsic",2
"intrusion",2
"investigation",2
"involement",2
"involment",2
"involvem",2
"involvment",2
"inwater",2
"inwhich",2
"inwrist",2
"ior",2
"irate",2
"irratation",2
"irritan",2
"irritants",2
"irritateddx",2
"irritating",2
"irritatoin",2
"ishaving",2
"isocyanate",2
"issuing",2
"ital",2
"itblew",2
"itbroke",2
"itcut",2
"ite",2
"itemsat",2
"itgot",2
"itmes",2
"itout",2
"itrolled",2
"itsnapped",2
"itsplashed",2
"itwith",2
"iud",2
"ivac",2
"iwas",2
"jac",2
"jailhouse",2
"jalapeno",2
"jammedhis",2
"jawline",2
"jawpain",2
"jaws",2
"jelly",2
"jerks",2
"jerky",2
"jia",2
"jitsu",2
"joband",2
"joiner",2
"jokingly",2
"joyce",2
"joyst",2
"ju",2
"jumed",2
"jumpedoff",2
"junior",2
"juts",2
"juveniles",2
"juvenille",2
"kac",2
"kaceration",2
"kayaks",2
"kciked",2
"kene",2
"kennels",2
"keratoconjunctivitis",2
"kerattitis",2
"kerosene",2
"kerosine",2
"keyboards",2
"kickback",2
"kicke",2
"killing",2
"kiln",2
"kinfe",2
"kits",2
"kknee",2
"kneeabrasion",2
"kneeand",2
"kneebuckle",2
"kneeinjury",2
"kneestrain",2
"kneeto",2
"kneew",2
"kneewhile",2
"kneeyesterday",2
"knobs",2
"knots",2
"knww",2
"kocked",2
"kwon",2
"l0",2
"laac",2
"labat",2
"labeling",2
"labels",2
"laboratory",2
"laborous",2
"lacaeration",2
"laceraration",2
"laceratedhand",2
"laceratedhis",2
"laceratedthumb",2
"laceratin",2
"lacerationi",2
"lacerrtion",2
"lacertaion",2
"lacerted",2
"lacof",2
"lacrimation",2
"ladderfell",2
"lader",2
"ladnding",2
"laeration",2
"lama",2
"lamina",2
"laminating",2
"laminectomy",2
"lan",2
"lance",2
"lancerated",2
"landedhard",2
"landin",2
"landng",2
"landscapin",2
"landscapiong",2
"landscper",2
"lankle",2
"laquer",2
"lard",2
"largemetal",2
"laryngeal",2
"lashed",2
"lastpm",2
"lastweek",2
"latercation",2
"launched",2
"laundered",2
"lawnmowers",2
"laxity",2
"lbbs",2
"lbo",2
"lbpafter",2
"lbpdx",2
"lbprad",2
"lbpx3d",2
"lc",2
"lco",2
"leach",2
"leaks",2
"leashed",2
"leaver",2
"leavy",2
"leftfoot",2
"leftleg",2
"leftlower",2
"leftshoulder",2
"leftwithouttreatment",2
"lifte",2
"liftina",2
"lifting40",2
"liftingof",2
"liftingpropane",2
"liftingsomething",2
"liftingwhile",2
"liftinhg",2
"liftiung",2
"liftsand",2
"ligh",2
"lightfixture",2
"lightheade",2
"lightrail",2
"limit",2
"linene",2
"lineon",2
"ling",2
"linked",2
"liong",2
"liplaceration",2
"lisfranc",2
"listening",2
"listing",2
"litfting",2
"lithium",2
"lkely",2
"lling",2
"lmid",2
"lna",2
"lnee",2
"loadingit",2
"locationdx",2
"locc",2
"lockbox",2
"locl",2
"locx",2
"lodging",2
"loding",2
"loer",2
"longperiods",2
"longshoreman",2
"longstanding",2
"lood",2
"loped",2
"losening",2
"lowerabdomen",2
"lowerlegs",2
"lowspeed",2
"lscp",2
"lside",2
"lt2nd",2
"lt3rd",2
"lthumb",2
"ltindex",2
"ltleg",2
"ltmiddle",2
"ltring",2
"ltupper",2
"lugnut",2
"luifting",2
"lumar",2
"lumen",2
"lummbar",2
"lunate",2
"lunbar",2
"lunched",2
"lunches",2
"lunchroom",2
"lunge",2
"lupper",2
"lwer",2
"lwoer",2
"lymes",2
"lymphadenopathy",2
"mach",2
"machette",2
"machien",2
"machinerydx",2
"machinewas",2
"machining",2
"mahine",2
"mailboxes",2
"mailing",2
"maintain",2
"maintaining",2
"maintence",2
"makingan",2
"mallett",2
"managed",2
"managerdx",2
"mangled",2
"manholes",2
"manicures",2
"manlift",2
"manner",2
"manually",2
"maple",2
"marathon",2
"marina",2
"marinade",2
"marketing",2
"massages",2
"massaging",2
"mastitis",2
"materila",2
"mayo",2
"mayonnaise",2
"mayor",2
"mb",2
"mbness",2
"mean",2
"meatballs",2
"meatcutter",2
"mecanical",2
"mechinal",2
"medially",2
"mediastinal",2
"medicaid",2
"medicate",2
"mek",2
"mem",2
"menbrane",2
"mentall",2
