"word","n","stem"
"bialteral",2,"bialter"
"bibemspt",2,"bibemspt"
"bicarbonate",2,"bicarbon"
"bid",2,"bid"
"bilater",2,"bilat"
"bilateralshoulder",2,"bilateralshould"
"bilaty",2,"bilati"
"bile",2,"bile"
"bilteral",2,"bilter"
"biological",2,"biolog"
"bipap",2,"bipap"
"birds",2,"bird"
"bison",2,"bison"
"bitby",2,"bitbi"
"bkdx",2,"bkdx"
"bkpn",2,"bkpn"
"blacksmith",2,"blacksmith"
"blance",2,"blanc"
"blding",2,"blding"
"bldy",2,"bldi"
"bleached",2,"bleach"
"bleow",2,"bleow"
"bleww",2,"bleww"
"blk",2,"blk"
"blod",2,"blod"
"bloo",2,"bloo"
"bloodfrom",2,"bloodfrom"
"bloodied",2,"bloodi"
"blooding",2,"blood"
"bloodwork",2,"bloodwork"
"blowers",2,"blower"
"bltl",2,"bltl"
"blueberry",2,"blueberri"
"blur",2,"blur"
"bnoed",2,"bno"
"boar",2,"boar"
"boardat",2,"boardat"
"bodyin",2,"bodyin"
"boilers",2,"boiler"
"bolting",2,"bolt"
"bombinhaled",2,"bombinh"
"bon",2,"bon"
"boning",2,"bone"
"bony",2,"boni"
"booties",2,"booti"
"boric",2,"boric"
"boring",2,"bore"
"bosy",2,"bosi"
"botanical",2,"botan"
"bothe",2,"both"
"botheyes",2,"bothey"
"bothfell",2,"bothfel"
"bothhands",2,"bothhand"
"bothknees",2,"bothkne"
"bounched",2,"bounch"
"bovine",2,"bovin"
"bowel",2,"bowel"
"bown",2,"bown"
"boxat",2,"boxat"
"boxesdx",2,"boxesdx"
"boxfell",2,"boxfel"
"boxxes",2,"boxx"
"brach",2,"brach"
"braches",2,"brach"
"brachioradialis",2,"brachioradiali"
"breakthe",2,"breakth"
"breather",2,"breather"
"brewer",2,"brewer"
"bridgeof",2,"bridgeof"
"briefcase",2,"briefcas"
"briefely",2,"brief"
"brings",2,"bring"
"briskly",2,"brisk"
"bristle",2,"bristl"
"bro",2,"bro"
"broadside",2,"broadsid"
"broccoli",2,"broccoli"
"brokecutting",2,"brokecut"
"bromide",2,"bromid"
"bronc",2,"bronc"
"bronchoscopes",2,"bronchoscop"
"brushcutter",2,"brushcutt"
"brushes",2,"brush"
"brusitis",2,"brusiti"
"brussel",2,"brussel"
"btl",2,"btl"
"bttm",2,"bttm"
"btween",2,"btween"
"bubbled",2,"bubbl"
"buck",2,"buck"
"buffet",2,"buffet"
"buffs",2,"buff"
"buggies",2,"buggi"
"buldging",2,"buldg"
"bullrider",2,"bullrid"
"bullseye",2,"bullsey"
"bult",2,"bult"
"bumpedby",2,"bumpedbi"
"bunr",2,"bunr"
"bureau",2,"bureau"
"burglar",2,"burglar"
"burglary",2,"burglari"
"burne",2,"burn"
"burningdx",2,"burningdx"
"burningpain",2,"burningpain"
"burnof",2,"burnof"
"burrito",2,"burrito"
"burs",2,"bur"
"bursting",2,"burst"
"busses",2,"buss"
"butane",2,"butan"
"butn",2,"butn"
"butocks",2,"butock"
"butteryfly",2,"butteryfli"
"buttockdx",2,"buttockdx"
"buttok",2,"buttok"
"buying",2,"buy"
"buzz",2,"buzz"
"bvack",2,"bvack"
"byan",2,"byan"
"bydog",2,"bydog"
"byinsect",2,"byinsect"
"byone",2,"byon"
"bythe",2,"byth"
"bytruck",2,"bytruck"
"bywork",2,"bywork"
"c02",2,"c02"
"c0ntusion",2,"c0ntusion"
"c1",2,"c1"
"cabdriver",2,"cabdriv"
"cad",2,"cad"
"cadmium",2,"cadmium"
"cageat",2,"cageat"
"caght",2,"caght"
"cahsier",2,"cahsier"
"caht",2,"caht"
"calculator",2,"calcul"
"calling",2,"call"
"calls",2,"call"
"calve",2,"calv"
"calving",2,"calv"
"cam",2,"cam"
"cameback",2,"cameback"
"camedown",2,"camedown"
"camels",2,"camel"
"cameras",2,"camera"
"cameto",2,"cameto"
"canging",2,"cang"
"cannabinoid",2,"cannabinoid"
"cannine",2,"cannin"
"cannula",2,"cannula"
"canopy",2,"canopi"
"cantact",2,"cantact"
"cantelope",2,"cantelop"
"caping",2,"cape"
"caprenter",2,"caprent"
"capsized",2,"capsiz"
"carboard",2,"carboard"
"carburetor",2,"carburetor"
"cardiacarrest",2,"cardiacarrest"
"cardoor",2,"cardoor"
"career",2,"career"
"carlift",2,"carlift"
"carousel",2,"carousel"
"carpenters",2,"carpent"
"carport",2,"carport"
"carriages",2,"carriag"
"carriesheavy",2,"carriesheavi"
"carrrying",2,"carrri"
"carryig",2,"carryig"
"carryin",2,"carryin"
"carryinga",2,"carryinga"
"carseat",2,"carseat"
"carshed",2,"carsh"
"carthat",2,"carthat"
"carwindow",2,"carwindow"
"caryying",2,"caryy"
"cashing",2,"cash"
"cassette",2,"cassett"
"castrating",2,"castrat"
"casuing",2,"casu"
"cataract",2,"cataract"
"catepillar",2,"catepillar"
"cau",2,"cau"
"caucasian",2,"caucasian"
"caug",2,"caug"
"caughtfire",2,"caughtfir"
"caughth",2,"caughth"
"caugth",2,"caugth"
"cauing",2,"cau"
"caus",2,"caus"
"causign",2,"causign"
"caute",2,"caut"
"caution",2,"caution"
"cd",2,"cd"
"cehst",2,"cehst"
"celaning",2,"celan"
"cellar",2,"cellar"
"celulitis",2,"celul"
"cementfloor",2,"cementfloor"
"cerivcal",2,"cerivc"
"cerumen",2,"cerumen"
"cervial",2,"cervial"
"cervic",2,"cervic"
"chafing",2,"chafe"
"chained",2,"chain"
"chairand",2,"chairand"
"chairat",2,"chairat"
"challeged",2,"challeg"
"changiing",2,"changi"
"channel",2,"channel"
"chaos",2,"chao"
"chapped",2,"chap"
"charity",2,"chariti"
"charlie",2,"charli"
"chassis",2,"chassi"
"cheater",2,"cheater"
"checker",2,"checker"
"cheeck",2,"cheeck"
"cheekbone",2,"cheekbon"
"cheekdx",2,"cheekdx"
"chemcal",2,"chemcal"
"chemica",2,"chemica"
"chemicalburns",2,"chemicalburn"
"chemicalconjunctivitis",2,"chemicalconjunct"
"chemicalexposure",2,"chemicalexposur"
"chemotherapy",2,"chemotherapi"
"cherst",2,"cherst"
"cheset",2,"cheset"
"chestwallpain",2,"chestwallpain"
"chf",2,"chf"
"chief",2,"chief"
"chilli",2,"chilli"
"china",2,"china"
"chindx",2,"chindx"
"chippedfront",2,"chippedfront"
"chldrn",2,"chldrn"
"chloroform",2,"chloroform"
"chocked",2,"chock"
"cholecystectomy",2,"cholecystectomi"
"chr",2,"chr"
"chroic",2,"chroic"
"chronicback",2,"chronicback"
"cial",2,"cial"
"cig",2,"cig"
"cinnamon",2,"cinnamon"
"ciontusion",2,"ciontus"
"circle",2,"circl"
"circut",2,"circut"
"citizen",2,"citizen"
"citizens",2,"citizen"
"cl",2,"cl"
"claimed",2,"claim"
"clammy",2,"clammi"
"clamping",2,"clamp"
"clams",2,"clam"
"clasp",2,"clasp"
"classes",2,"class"
"clavicel",2,"clavicel"
"clavicles",2,"clavicl"
"clawed",2,"claw"
"clbp",2,"clbp"
"clea",2,"clea"
"cleaningat",2,"cleaningat"
"cleanng",2,"cleanng"
"cleanup",2,"cleanup"
"cleat",2,"cleat"
"clening",2,"clene"
"clever",2,"clever"
"cliff",2,"cliff"
"clinics",2,"clinic"
"clininc",2,"clininc"
"clockwise",2,"clockwis"
"cloed",2,"clo"
"clos",2,"clos"
"clots",2,"clot"
"cmlaceration",2,"cmlacer"
"cnt",2,"cnt"
"cnts",2,"cnts"
"cntusion",2,"cntusion"
"coaster",2,"coaster"
"cobwebs",2,"cobweb"
"coccydynia",2,"coccydynia"
"cocktail",2,"cocktail"
"coffeepot",2,"coffeepot"
"collapsedon",2,"collapsedon"
"collasped",2,"collasp"
"colleagues",2,"colleagu"
"collied",2,"colli"
"cologn",2,"cologn"
"colony",2,"coloni"
"colored",2,"color"
"combo",2,"combo"
"comealong",2,"comealong"
"comingdown",2,"comingdown"
"comments",2,"comment"
"comming",2,"com"
"commotion",2,"commot"
"commuted",2,"commut"
"compacter",2,"compact"
"compacting",2,"compact"
"compelx",2,"compelx"
"competition",2,"competit"
"compnay",2,"compnay"
"composite",2,"composit"
"compounding",2,"compound"
"compund",2,"compund"
"comupter",2,"comupt"
"conatct",2,"conatct"
"concentrate",2,"concentr"
"concentration",2,"concentr"
"concret",2,"concret"
"concreteat",2,"concreteat"
"concretedx",2,"concretedx"
"concreteto",2,"concreteto"
"concussin",2,"concussin"
"concussions",2,"concuss"
"concussoin",2,"concussoin"
"condenser",2,"condens"
"conditio",2,"conditio"
"conditioned",2,"condit"
"condylar",2,"condylar"
"coneal",2,"coneal"
"confirmed",2,"confirm"
"confront",2,"confront"
"congested",2,"congest"
"conjunc",2,"conjunc"
"conjunctive",2,"conjunct"
"conjunctivi",2,"conjunctivi"
"conjunctivis",2,"conjunctivi"
"conjunt",2,"conjunt"
"connection",2,"connect"
"conotusion",2,"conotus"
"conreal",2,"conreal"
"constipation",2,"constip"
"constr",2,"constr"
"construc",2,"construc"
"construciotn",2,"construciotn"
"constructin",2,"constructin"
"constructino",2,"constructino"
"constructio",2,"constructio"
"constructionwhen",2,"constructionwhen"
"constructon",2,"constructon"
"consumers",2,"consum"
"consytruction",2,"consytruct"
"containerand",2,"containerand"
"containg",2,"conta"
"contamin",2,"contamin"
"contaminate",2,"contamin"
"contamined",2,"contamin"
"contest",2,"contest"
"continuing",2,"continu"
"contitioner",2,"contition"
"contiusion",2,"contius"
"contousion",2,"contous"
"contracted",2,"contract"
"contracting",2,"contract"
"contributed",2,"contribut"
"controled",2,"control"
"controling",2,"control"
"controll",2,"control"
"contusi0n",2,"contusi0n"
"contusionelbow",2,"contusionelbow"
"contusionhand",2,"contusionhand"
"contusionof",2,"contusionof"
"contusionshoulder",2,"contusionshould"
"contusionsto",2,"contusionsto"
"contusiont",2,"contusiont"
"contusiuon",2,"contusiuon"
"conusion",2,"conus"
"convalescent",2,"convalesc"
"conveyorbelt",2,"conveyorbelt"
"conveyour",2,"conveyour"
"convulsion",2,"convuls"
"cooant",2,"cooant"
"cookand",2,"cookand"
"cooks",2,"cook"
"copious",2,"copious"
"copperhead",2,"copperhead"
"corale",2,"coral"
"coreal",2,"coreal"
"coring",2,"core"
"cornealburn",2,"cornealburn"
"cornerof",2,"cornerof"
"coronoid",2,"coronoid"
"corp",2,"corp"
"corrected",2,"correct"
"correctly",2,"correct"
"cosmetics",2,"cosmet"
"costochonddritis",2,"costochonddr"
"costochondoritis",2,"costochondor"
"costume",2,"costum"
"costumes",2,"costum"
"cots",2,"cot"
"couches",2,"couch"
"coughingand",2,"coughingand"
"cought",2,"cought"
"couging",2,"coug"
"counsler",2,"counsler"
"count",2,"count"
"coupler",2,"coupler"
"coustomer",2,"coustom"
"cowboy",2,"cowboy"
"cpm",2,"cpm"
"crabs",2,"crab"
"cram",2,"cram"
"crampy",2,"crampi"
"cratched",2,"cratch"
"crawler",2,"crawler"
"crazy",2,"crazi"
"creates",2,"creat"
"creatinine",2,"creatinin"
"cribs",2,"crib"
"crisis",2,"crisi"
"crna",2,"crna"
"croissants",2,"croissant"
"crooked",2,"crook"
"crop",2,"crop"
"crosser",2,"crosser"
"crouch",2,"crouch"
"croutons",2,"crouton"
"crsh",2,"crsh"
"crshed",2,"crshed"
"cruciate",2,"cruciat"
"crude",2,"crude"
"crumpled",2,"crumpl"
"cruris",2,"cruri"
"crus",2,"crus"
"crushes",2,"crush"
"crying",2,"cri"
"cs",2,"cs"
"cted",2,"cted"
"cubicles",2,"cubicl"
"cuffed",2,"cuf"
"cught",2,"cught"
"culprit",2,"culprit"
"curbing",2,"curb"
"curette",2,"curett"
"curled",2,"curl"
"curling",2,"curl"
"currenly",2,"curren"
"curve",2,"curv"
"cushioned",2,"cushion"
"custom",2,"custom"
"cuthand",2,"cuthand"
"cuther",2,"cuther"
"cuticles",2,"cuticl"
"cutl",2,"cutl"
"cutleft",2,"cutleft"
"cutthe",2,"cutth"
"cuttin",2,"cuttin"
"cuttng",2,"cuttng"
"cutwrist",2,"cutwrist"
"cyanide",2,"cyanid"
"cylider",2,"cylid"
"cynder",2,"cynder"
"cytology",2,"cytolog"
"d4",2,"d4"
"dances",2,"danc"
"dart",2,"dart"
"dayand",2,"dayand"
"dayas",2,"daya"
"daydx",2,"daydx"
"dayprogram",2,"dayprogram"
"daysa",2,"daysa"
"daysat",2,"daysat"
"daysprior",2,"daysprior"
"dayspta",2,"dayspta"
"dbl",2,"dbl"
"ddle",2,"ddle"
"ddropped",2,"ddrop"
"ddx",2,"ddx"
"deboner",2,"debon"
"debones",2,"debon"
"deboning",2,"debon"
"debrie",2,"debri"
"decal",2,"decal"
"decals",2,"decal"
"decending",2,"decend"
"decline",2,"declin"
"ded",2,"ded"
"defibrillator",2,"defibril"
"deficit",2,"deficit"
"deficits",2,"deficit"
"deflate",2,"deflat"
"deformed",2,"deform"
"degloved",2,"deglov"
"degrease",2,"degreas"
"dehdyration",2,"dehdyr"
"dehiscence",2,"dehisc"
"dehumidifier",2,"dehumidifi"
"dehydra",2,"dehydra"
"dehydraton",2,"dehydraton"
"dehyration",2,"dehyr"
"delay",2,"delay"
"deliat",2,"deliat"
"deliv",2,"deliv"
"deliveryperson",2,"deliveryperson"
"demographics",2,"demograph"
"demratitis",2,"demrat"
"dense",2,"dens"
"dent",2,"dent"
"deos",2,"deo"
"depart",2,"depart"
"departments",2,"depart"
"dependant",2,"depend"
"deposit",2,"deposit"
"depth",2,"depth"
"derma",2,"derma"
"dermatit",2,"dermatit"
"dermatiti",2,"dermat"
"dermatitisto",2,"dermatitisto"
"dermatologist",2,"dermatologist"
"dermititis",2,"dermit"
"desease",2,"deseas"
"detaching",2,"detach"
"detained",2,"detain"
"detassling",2,"detassl"
"detectors",2,"detector"
"detmatitis",2,"detmat"
"deve",2,"deve"
"developd",2,"developd"
"developedback",2,"developedback"
"developes",2,"develop"
"developmental",2,"development"
"develpoed",2,"develpo"
"deveoped",2,"deveop"
"dextrose",2,"dextros"
"deydration",2,"deydrat"
"dgree",2,"dgree"
"dhead",2,"dhead"
"dia",2,"dia"
"diab",2,"diab"
"dialysate",2,"dialys"
"diaphram",2,"diaphram"
"dida",2,"dida"
"didnot",2,"didnot"
"diesease",2,"dieseas"
"differential",2,"differenti"
"diffusely",2,"diffus"
"diging",2,"dige"
"digt",2,"digt"
"dilocation",2,"diloc"
"dilute",2,"dilut"
"dinger",2,"dinger"
"dinjury",2,"dinjuri"
"disagreement",2,"disagr"
"disassemblingit",2,"disassemblingit"
"discard",2,"discard"
"disch",2,"disch"
"discharging",2,"discharg"
"disconneting",2,"disconnet"
"discount",2,"discount"
"discussion",2,"discuss"
"disect",2,"disect"
"disecting",2,"disect"
"disembarking",2,"disembark"
"dishwahser",2,"dishwahs"
"dishwater",2,"dishwat"
"disinfecting",2,"disinfect"
"disl",2,"disl"
"disp",2,"disp"
"displd",2,"displd"
"disruptive",2,"disrupt"
"distalleft",2,"distalleft"
"distally",2,"distal"
"distant",2,"distant"
"distl",2,"distl"
"distributor",2,"distributor"
"disturbing",2,"disturb"
"ditchbank",2,"ditchbank"
"dividing",2,"divid"
"dizzyand",2,"dizzyand"
"dizzyness",2,"dizzy"
"dlbp",2,"dlbp"
"dle",2,"dle"
"dob",2,"dob"
"doctoring",2,"doctor"
"documents",2,"document"
"dodgeball",2,"dodgebal"
"dodging",2,"dodg"
"doesnot",2,"doesnot"
"doig",2,"doig"
"doign",2,"doign"
"doingalot",2,"doingalot"
"dollar",2,"dollar"
"domain",2,"domain"
"dominate",2,"domin"
"donkey",2,"donkey"
"dont",2,"dont"
"donw",2,"donw"
"doorman",2,"doorman"
"doorno",2,"doorno"
"doot",2,"doot"
"doping",2,"dope"
"dorm",2,"dorm"
"dorsiflexed",2,"dorsiflex"
"dorsiflexion",2,"dorsiflexion"
"dorsumof",2,"dorsumof"
"doses",2,"dose"
"doubled",2,"doubl"
"dowel",2,"dowel"
"down3",2,"down3"
"downa",2,"downa"
"downat",2,"downat"
"downdx",2,"downdx"
"downfrom",2,"downfrom"
"downstate",2,"downstat"
"dpoing",2,"dpo"
"drains",2,"drain"
"drape",2,"drape"
"drematitis",2,"dremat"
"driking",2,"drike"
"dril",2,"dril"
"drillbit",2,"drillbit"
"drining",2,"drine"
"driverdx",2,"driverdx"
"driverin",2,"driverin"
"drivethrough",2,"drivethrough"
"drivethru",2,"drivethru"
"drmatitis",2,"drmatiti"
"drone",2,"drone"
"drooping",2,"droop"
"droppped",2,"dropp"
"drover",2,"drover"
"drv",2,"drv"
"drve",2,"drve"
"dryers",2,"dryer"
"ds",2,"ds"
"du",2,"du"
"ducked",2,"duck"
"ducking",2,"duck"
"ducting",2,"duct"
"duffle",2,"duffl"
"dui",2,"dui"
"dumpsterwhen",2,"dumpsterwhen"
"duringarrest",2,"duringarrest"
"durty",2,"durti"
"dustpan",2,"dustpan"
"dwon",2,"dwon"
"dx2nd",2,"dx2nd"
"dxbilat",2,"dxbilat"
"dxbk",2,"dxbk"
"dxcarboxyhemoglobinemia",2,"dxcarboxyhemoglobinemia"
"dxcervical",2,"dxcervic"
"dxchem",2,"dxchem"
"dxchi",2,"dxchi"
"dxconcussion",2,"dxconcuss"
"dxcrushing",2,"dxcrush"
"dxdx",2,"dxdx"
"dxfracture",2,"dxfractur"
"dxgroin",2,"dxgroin"
"dxminor",2,"dxminor"
"dxmultiple",2,"dxmultipl"
"dxparonychia",2,"dxparonychia"
"dxpuncture",2,"dxpunctur"
"dxsubconjunctival",2,"dxsubconjunctiv"
"dying",2,"die"
"dys",2,"dys"
"earpiece",2,"earpiec"
"earplugs",2,"earplug"
"easel",2,"easel"
"easily",2,"easili"
"easy",2,"easi"
"ebtween",2,"ebtween"
"echo",2,"echo"
"edg",2,"edg"
"edging",2,"edg"
"edh",2,"edh"
"eeg",2,"eeg"
"effusi",2,"effusi"
"ehavy",2,"ehavi"
"eight",2,"eight"
"eje",2,"eje"
"elbowsprain",2,"elbowsprain"
"elbw",2,"elbw"
"elbwo",2,"elbwo"
"electical",2,"elect"
"election",2,"elect"
"electr",2,"electr"
"electrically",2,"electr"
"electrick",2,"electrick"
"electricl",2,"electricl"
"electricty",2,"electricti"
"electricution",2,"electricut"
"electrified",2,"electrifi"
"electrocautery",2,"electrocauteri"
"element",2,"element"
"elephant",2,"eleph"
"elev",2,"elev"
"elevation",2,"elev"
"elft",2,"elft"
"ellis",2,"elli"
"elopement",2,"elop"
"elsewhere",2,"elsewher"
"elvator",2,"elvat"
"embalming",2,"embalm"
"embed",2,"emb"
"embeded",2,"embed"
"emc",2,"emc"
"emergent",2,"emerg"
"emloyee",2,"emloye"
"emploee",2,"emploe"
"employ",2,"employ"
"employeestates",2,"employeest"
"employement",2,"employ"
"employye",2,"employy"
"emplyed",2,"empli"
"empoyee",2,"empoye"
"enbankment",2,"enbank"
"endedwhile",2,"endedwhil"
"endloader",2,"endload"
"endoscopy",2,"endoscopi"
"ends",2,"end"
"engineto",2,"engineto"
"engraving",2,"engrav"
"entails",2,"entail"
"envi",2,"envi"
"enviornment",2,"enviorn"
"enviornmental",2,"enviornment"
"epain",2,"epain"
"epididymoorchitis",2,"epididymoorch"
"episodic",2,"episod"
"equ",2,"equ"
"equi",2,"equi"
"equipmentat",2,"equipmentat"
"equipments",2,"equip"
"equipmentwhen",2,"equipmentwhen"
"equipmnt",2,"equipmnt"
"erase",2,"eras"
"erratic",2,"errat"
"eruption",2,"erupt"
"eruptions",2,"erupt"
"erwith",2,"erwith"
"escalate",2,"escal"
"escorted",2,"escort"
"esrd",2,"esrd"
"essential",2,"essenti"
"established",2,"establish"
"ethan",2,"ethan"
"eti",2,"eti"
"ett",2,"ett"
"euipment",2,"euipment"
"evacuated",2,"evacu"
"eveloped",2,"evelop"
"everday",2,"everday"
"eversince",2,"eversinc"
"eversion",2,"evers"
"everything",2,"everyth"
"evicted",2,"evict"
"exacerbationof",2,"exacerbationof"
"examine",2,"examin"
"exaust",2,"exaust"
"excavating",2,"excav"
"excerbatd",2,"excerbatd"
"excerbatedher",2,"excerbatedh"
"excessing",2,"excess"
"exchange",2,"exchang"
"excluding",2,"exclud"
"excoriations",2,"excori"
"executing",2,"execut"
"exertional",2,"exert"
"exerts",2,"exert"
"exloded",2,"exlod"
"expected",2,"expect"
"exper",2,"exper"
"experiment",2,"experi"
"expired",2,"expir"
"explanation",2,"explan"
"expoded",2,"expod"
"exposre",2,"exposr"
"exposuer",2,"exposu"
"exposuredx",2,"exposuredx"
"expsosure",2,"expsosur"
"expsure",2,"expsur"
"exsposure",2,"exsposur"
"extemity",2,"extem"
"extendable",2,"extend"
"extensively",2,"extens"
"externally",2,"extern"
"extremly",2,"extrem"
"extremtiy",2,"extremtiy"
"extrinsic",2,"extrins"
"eyeafter",2,"eyeaft"
"eyechemical",2,"eyechem"
"eyefbs",2,"eyefb"
"eyeglass",2,"eyeglass"
"eyelide",2,"eyelid"
"eyellid",2,"eyellid"
"eyeprotection",2,"eyeprotect"
"eyesdx",2,"eyesdx"
"eyeswhile",2,"eyeswhil"
"eyewash",2,"eyewash"
"eyewith",2,"eyewith"
"eylid",2,"eylid"
"eyst",2,"eyst"
"faace",2,"faac"
"fabricating",2,"fabric"
"fabrics",2,"fabric"
"facail",2,"facail"
"faceat",2,"faceat"
"facecontusion",2,"facecontus"
"facehit",2,"facehit"
"facelaceration",2,"facelacer"
"faceon",2,"faceon"
"facet",2,"facet"
"facew",2,"facew"
"facia",2,"facia"
"faciallac",2,"faciallac"
"facilty",2,"facilti"
"facitis",2,"faciti"
"faical",2,"faical"
"fairgrounds",2,"fairground"
"faling",2,"fale"
"fallat",2,"fallat"
"fallingdx",2,"fallingdx"
"fallingfrom",2,"fallingfrom"
"fallingonto",2,"fallingonto"
"fallon",2,"fallon"
"fallonto",2,"fallonto"
"families",2,"famili"
"fanbelt",2,"fanbelt"
"fanblade",2,"fanblad"
"fascicitis",2,"fascic"
"fash",2,"fash"
"fashion",2,"fashion"
"fastened",2,"fasten"
"faster",2,"faster"
"fatal",2,"fatal"
"fathers",2,"father"
"fax",2,"fax"
"fbremoval",2,"fbremov"
"fbthigh",2,"fbthigh"
"fbto",2,"fbto"
"fed",2,"fed"
"fee",2,"fee"
"feeds",2,"feed"
"feelig",2,"feelig"
"feetand",2,"feetand"
"feetfor",2,"feetfor"
"fekk",2,"fekk"
"fellagainst",2,"fellagainst"
"felland",2,"felland"
"fellback",2,"fellback"
"fellbwd",2,"fellbwd"
"fellforward",2,"fellforward"
"fellfrom",2,"fellfrom"
"fellhit",2,"fellhit"
"fello",2,"fello"
"fellstruck",2,"fellstruck"
"fellt",2,"fellt"
"felltwisting",2,"felltwist"
"fellx2",2,"fellx2"
"felther",2,"felther"
"feltlow",2,"feltlow"
"felw",2,"felw"
"fem",2,"fem"
"femal",2,"femal"
"femerol",2,"femerol"
"femlae",2,"femla"
"fenced",2,"fenc"
"fennel",2,"fennel"
"fifting",2,"fift"
"figer",2,"figer"
"fighters",2,"fighter"
"filings",2,"file"
"filler",2,"filler"
"fillers",2,"filler"
"finally",2,"final"
"finding",2,"find"
"finers",2,"finer"
"fingera",2,"fingera"
"fingeramputation",2,"fingeramput"
"fingerand",2,"fingerand"
"fingeravulsion",2,"fingeravuls"
"fingerbetween",2,"fingerbetween"
"fingerc",2,"fingerc"
"fingercaught",2,"fingercaught"
"fingerfrom",2,"fingerfrom"
"fingerfx",2,"fingerfx"
"fingergot",2,"fingergot"
"fingerinjury",2,"fingerinjuri"
"fingerinto",2,"fingerinto"
"fingerr",2,"fingerr"
"fingersdx",2,"fingersdx"
"fingerwith",2,"fingerwith"
"finiger",2,"finig"
"fionger",2,"fionger"
"fireand",2,"fireand"
"fireat",2,"fireat"
"firedepartment",2,"firedepart"
"firedept",2,"firedept"
"firefighters",2,"firefight"
"firefighther",2,"firefighth"
"firework",2,"firework"
"fishbone",2,"fishbon"
"fishhook",2,"fishhook"
"fixa",2,"fixa"
"fla",2,"fla"
"flagpole",2,"flagpol"
"flags",2,"flag"
"flagstone",2,"flagston"
"flailed",2,"flail"
"flankpain",2,"flankpain"
"flaps",2,"flap"
"flares",2,"flare"
"flareup",2,"flareup"
"flaring",2,"flare"
"flatcar",2,"flatcar"
"flathead",2,"flathead"
"flee",2,"flee"
"flel",2,"flel"
"flesh",2,"flesh"
"flexes",2,"flex"
"fli",2,"fli"
"fliers",2,"flier"
"flightof",2,"flightof"
"flightsof",2,"flightsof"
"flipepd",2,"flipepd"
"flo",2,"flo"
"float",2,"float"
"floorc",2,"floorc"
"floorfell",2,"floorfel"
"flopping",2,"flop"
"floss",2,"floss"
"flushot",2,"flushot"
"flusing",2,"fluse"
"fluttering",2,"flutter"
"flyboard",2,"flyboard"
"fngers",2,"fnger"
"fngrs",2,"fngrs"
"foes",2,"foe"
"fof",2,"fof"
"fogged",2,"fog"
"fogger",2,"fogger"
"foing",2,"fo"
"folded",2,"fold"
"foodat",2,"foodat"
"footer",2,"footer"
"footinjury",2,"footinjuri"
"footon",2,"footon"
"footrest",2,"footrest"
"footslipped",2,"footslip"
"footwhile",2,"footwhil"
"for5",2,"for5"
"forcep",2,"forcep"
"foreamr",2,"foreamr"
"forearmlaceration",2,"forearmlacer"
"forerarm",2,"forerarm"
"forkilift",2,"forkilift"
"forkliftand",2,"forkliftand"
"forkliftat",2,"forkliftat"
"forkliftdx",2,"forkliftdx"
"formaldhyde",2,"formaldhyd"
"formation",2,"format"
"formula",2,"formula"
"forsubject",2,"forsubject"
"forthe",2,"forth"
"foto",2,"foto"
"foundary",2,"foundari"
"fractre",2,"fractr"
"fractrue",2,"fractru"
"fractrure",2,"fractrur"
"fractuer",2,"fractuer"
"fracturedfoot",2,"fracturedfoot"
"fracturedwrist",2,"fracturedwrist"
"fractureof",2,"fractureof"
"fracturewith",2,"fracturewith"
"fracure",2,"fracur"
"fracute",2,"fracut"
"fragmented",2,"fragment"
"framed",2,"frame"
"freezerr",2,"freezerr"
"frequenly",2,"frequen"
"frequentheavy",2,"frequentheavi"
"frequentlifting",2,"frequentlift"
"freshner",2,"freshner"
"fried",2,"fri"
"friendly",2,"friend"
"fright",2,"fright"
"frisking",2,"frisk"
"frnd",2,"frnd"
"frombehind",2,"frombehind"
"fromburning",2,"fromburn"
"fromfire",2,"fromfir"
"fromfloor",2,"fromfloor"
"fromhis",2,"fromhi"
"fromladder",2,"fromladd"
"fromlifting",2,"fromlift"
"fromwork",2,"fromwork"
"frond",2,"frond"
"frons",2,"fron"
"frothy",2,"frothi"
"frotnal",2,"frotnal"
"frquently",2,"frquentli"
"fter",2,"fter"
"ftfrom",2,"ftfrom"
"ftoff",2,"ftoff"
"ftonto",2,"ftonto"
"ftr",2,"ftr"
"fugitive",2,"fugit"
"fulid",2,"fulid"
"fumigated",2,"fumig"
"fumotoxin",2,"fumotoxin"
"fundraiser",2,"fundrais"
"fungus",2,"fungus"
"furn",2,"furn"
"furni",2,"furni"
"furuncle",2,"furuncl"
"fuzzy",2,"fuzzi"
"fws",2,"fws"
"fxdx",2,"fxdx"
"fxphalanx",2,"fxphalanx"
"gabrage",2,"gabrag"
"gagging",2,"gag"
"gague",2,"gagu"
"gall",2,"gall"
"gallbladder",2,"gallbladd"
"garbagae",2,"garbaga"
"garbages",2,"garbag"
"gastroenteritis",2,"gastroenter"
"gat",2,"gat"
"gaugeneedle",2,"gaugeneedl"
"gaveway",2,"gaveway"
"gazebo",2,"gazebo"
"gearshift",2,"gearshift"
"gease",2,"geas"
"gettingoff",2,"gettingoff"
"gettingout",2,"gettingout"
"gf",2,"gf"
"gfinger",2,"gfinger"
"gical",2,"gical"
"girder",2,"girder"
"givn",2,"givn"
"glanced",2,"glanc"
"glancing",2,"glanc"
"glans",2,"glan"
"glases",2,"glase"
"glassbottle",2,"glassbottl"
