"","CASE_CODE_TYPE","CASE_CODE","CASE_CODE_TITLE","Hierarchy_level","Sort_sequence"
"1100","Nature",5173,"Frequency of urination and polyuria",4,563
"1101","Nature",5174,"Abdominal pain, unspecified",4,564
"1102","Nature",5178,"Multiple symptoms involving digestive or urinary system",4,565
"1103","Nature",5179,"Symptoms involving digestive and urinary system, n.e.c.",4,566
"1104","Nature",518,"Multiple symptoms",3,567
"1105","Nature",519,"Other symptoms, n.e.c.",3,568
"1106","Nature",52,"Abnormal findings",2,569
"1107","Nature",520,"Abnormal findings, unspecified",3,570
"1108","Nature",521,"Abnormal findings from examination of blood",3,571
"1109","Nature",522,"Abnormal findings from examination of urine",3,572
"1110","Nature",523,"Abnormal findings from other body substances",3,573
"1111","Nature",524,"Abnormal findings from radiological and other examination of body structure",3,574
"1112","Nature",525,"Abnormal findings from function studies",3,575
"1113","Nature",526,"Abnormal findings from histological and immunological studies",3,576
"1114","Nature",5260,"Abnormal findings from histological and immunological studies, unspecified",4,577
"1115","Nature",5261,"Positive reaction to tuberculin skin test, without a diagnosis of TB",4,578
"1116","Nature",5269,"Abnormal findings from histological and immunological studies, n.e.c.",4,579
"1117","Nature",528,"Multiple abnormal findings",3,580
"1118","Nature",529,"Other abnormal findings",3,581
"1119","Nature",58,"Multiple symptoms, signs, and ill-defined conditions",2,582
"1120","Nature",59,"Symptoms, signs, and ill-defined conditions, n.e.c.",2,583
"1121","Nature",6,"OTHER DISEASES, CONDITIONS, AND DISORDERS",1,584
"1122","Nature",60,"Other diseases, conditions, and disorders, unspecified",2,585
"1123","Nature",61,"Damage to prosthetic and orthopedic devices",2,586
"1124","Nature",610,"Damage to prosthetic and orthopedic devices, unspecified",3,587
"1125","Nature",611,"Damage to prosthetic devices and aids",3,588
"1126","Nature",6110,"Damage to prosthetic devices, unspecified",4,589
"1127","Nature",6111,"Damage to artificial limb(s)",4,590
"1128","Nature",6112,"Damage to artificial eye(s)",4,591
"1129","Nature",6113,"Damage to other devices ",4,592
"1130","Nature",6118,"Damage to multiple prosthetic devices",4,593
"1131","Nature",6119,"Damage to prosthetic devices, n.e.c.",4,594
"1132","Nature",612,"Damage to orthopedic devices",3,595
"1133","Nature",6120,"Damage to orthopedic devices, unspecified",4,596
"1134","Nature",6121,"Damage to replaced joints",4,597
"1135","Nature",6122,"Damage to pins, rods, plates, and screws",4,598
"1136","Nature",6128,"Damage to multiple orthopedic devices",4,599
"1137","Nature",6129,"Damage to orthopedic devices, n.e.c.",4,600
"1138","Nature",619,"Damage to medical implants, n.e.c.",3,601
"1139","Nature",62,"Mental disorders and syndromes",2,602
"1140","Nature",620,"Mental disorders and syndromes, unspecified",3,603
"1141","Nature",621,"Anxiety, stress",3,604
"1142","Nature",6210,"Anxiety, stress, unspecified",4,605
"1143","Nature",6211,"Post-traumatic stress disorder",4,606
"1144","Nature",6212,"Adjustment disorder",4,607
"1145","Nature",6213,"Anxiety or panic disorder",4,608
"1146","Nature",6219,"Anxiety, stress, n.e.c.",4,609
"1147","Nature",622,"Depression or depressive episode",3,610
"1148","Nature",629,"Mental disorders and syndromes, n.e.c.",3,611
"1149","Nature",69,"Other diseases, conditions, and disorders, n.e.c.",2,612
"1150","Nature",7,"EXPOSURES TO DISEASE--NO ILLNESS INCURRED ",1,613
"1151","Nature",8,"MULTIPLE DISEASES, CONDITIONS, AND DISORDERS",1,614
"1152","Nature",9999,"Nonclassifiable",4,615
"1153","Bodypart",1,"HEAD",1,1
"1154","Bodypart",10,"Head, unspecified",2,2
"1155","Bodypart",11,"Cranial region, including skull",2,3
"1156","Bodypart",110,"Cranial region, unspecified",3,4
"1157","Bodypart",111,"Brain",3,5
"1158","Bodypart",112,"Scalp",3,6
"1159","Bodypart",113,"Skull",3,7
"1160","Bodypart",118,"Multiple cranial region locations",3,8
"1161","Bodypart",119,"Cranial region, n.e.c.",3,9
"1162","Bodypart",12,"Ear(s)",2,10
"1163","Bodypart",13,"Face",2,11
"1164","Bodypart",130,"Face, unspecified",3,12
"1165","Bodypart",131,"Forehead",3,13
"1166","Bodypart",132,"Eye(s)",3,14
"1167","Bodypart",133,"Nose, nasal cavity",3,15
"1168","Bodypart",1330,"Nose, except internal location of diseases or disorders",4,16
"1169","Bodypart",1331,"Internal nasal location, unspecified",4,17
"1170","Bodypart",1332,"Nasopharynx",4,18
"1171","Bodypart",1333,"Nasal passage(s)",4,19
"1172","Bodypart",1334,"Sinus(es)",4,20
"1173","Bodypart",1338,"Multiple internal nasal locations",4,21
"1174","Bodypart",1339,"Internal nasal location, n.e.c.",4,22
"1175","Bodypart",134,"Cheek(s)",3,23
"1176","Bodypart",135,"Jaw, chin",3,24
"1177","Bodypart",136,"Mouth",3,25
"1178","Bodypart",1360,"Mouth, unspecified",4,26
"1179","Bodypart",1361,"Lip(s)",4,27
"1180","Bodypart",1362,"Tongue",4,28
"1181","Bodypart",1363,"Tooth (teeth)",4,29
"1182","Bodypart",1364,"Gum",4,30
"1183","Bodypart",1368,"Multiple mouth locations",4,31
"1184","Bodypart",1369,"Mouth, n.e.c.",4,32
"1185","Bodypart",138,"Multiple face locations",3,33
"1186","Bodypart",139,"Face, n.e.c.",3,34
"1187","Bodypart",18,"Multiple head locations",2,35
"1188","Bodypart",19,"Head, n.e.c.",2,36
"1189","Bodypart",2,"NECK, INCLUDING THROAT",1,37
"1190","Bodypart",20,"Neck, except internal location of diseases or disorders",2,38
"1191","Bodypart",21,"Internal neck location, unspecified",2,39
"1192","Bodypart",22,"Vocal cord(s)",2,40
"1193","Bodypart",23,"Larynx",2,41
"1194","Bodypart",24,"Laryngopharynx",2,42
"1195","Bodypart",25,"Pharynx",2,43
"1196","Bodypart",26,"Trachea",2,44
"1197","Bodypart",28,"Multiple internal neck locations",2,45
"1198","Bodypart",29,"Internal neck location, n.e.c.",2,46
"1199","Bodypart",3,"TRUNK",1,47
"1200","Bodypart",30,"Trunk, unspecified",2,48
"1201","Bodypart",31,"Chest, including ribs, internal organs",2,49
"1202","Bodypart",310,"Chest, except internal location of diseases or disorders",3,50
"1203","Bodypart",311,"Internal chest location, unspecified",3,51
"1204","Bodypart",312,"Esophagus",3,52
"1205","Bodypart",313,"Heart",3,53
"1206","Bodypart",314,"Bronchus",3,54
"1207","Bodypart",315,"Lung(s), pleura",3,55
"1208","Bodypart",316,"Breast(s)--internal",3,56
"1209","Bodypart",318,"Multiple internal chest locations",3,57
"1210","Bodypart",319,"Internal chest location, n.e.c.",3,58
"1211","Bodypart",32,"Back, including spine, spinal cord",2,59
"1212","Bodypart",320,"Back, including spine, spinal cord, unspecified",3,60
"1213","Bodypart",321,"Thoracic region",3,61
"1214","Bodypart",322,"Lumbar region",3,62
"1215","Bodypart",323,"Sacral region",3,63
"1216","Bodypart",324,"Coccygeal region",3,64
"1217","Bodypart",328,"Multiple back regions",3,65
"1218","Bodypart",329,"Back, including spine, spinal cord, n.e.c.",3,66
"1219","Bodypart",33,"Abdomen",2,67
"1220","Bodypart",330,"Abdomen, except internal location of diseases or disorders",3,68
"1221","Bodypart",331,"Internal abdominal location, unspecified",3,69
"1222","Bodypart",332,"Stomach organ",3,70
"1223","Bodypart",333,"Spleen",3,71
"1224","Bodypart",334,"Urinary organs",3,72
"1225","Bodypart",3340,"Urinary organs, unspecified",4,73
"1226","Bodypart",3341,"Bladder",4,74
"1227","Bodypart",3342,"Kidney(s)",4,75
"1228","Bodypart",3348,"Multiple urinary organs",4,76
"1229","Bodypart",3349,"Urinary organs, n.e.c.",4,77
"1230","Bodypart",335,"Intestines, peritoneum",3,78
"1231","Bodypart",3350,"Intestines, peritoneum, unspecified",4,79
"1232","Bodypart",3351,"Peritoneum",4,80
"1233","Bodypart",3352,"Small intestine",4,81
"1234","Bodypart",3353,"Large intestine, colon, rectum",4,82
"1235","Bodypart",3358,"Multiple intestinal locations",4,83
"1236","Bodypart",3359,"Intestines, peritoneum, n.e.c.",4,84
"1237","Bodypart",336,"Other digestive structures",3,85
"1238","Bodypart",3360,"Other digestive structures, unspecified",4,86
"1239","Bodypart",3361,"Liver",4,87
"1240","Bodypart",3362,"Gallbladder",4,88
"1241","Bodypart",3363,"Pancreas",4,89
"1242","Bodypart",3368,"Multiple other digestive structures",4,90
"1243","Bodypart",3369,"Other digestive structures, n.e.c.",4,91
"1244","Bodypart",338,"Multiple internal abdominal locations",3,92
"1245","Bodypart",339,"Internal abdominal location, n.e.c.",3,93
"1246","Bodypart",34,"Pelvic region",2,94
"1247","Bodypart",340,"Pelvic region, unspecified",3,95
"1248","Bodypart",341,"Hip(s)",3,96
"1249","Bodypart",342,"Pelvis",3,97
"1250","Bodypart",343,"Buttock(s)",3,98
"1251","Bodypart",344,"Groin",3,99
"1252","Bodypart",345,"External reproductive tract structures",3,100
"1253","Bodypart",3450,"External reproductive tract structures, unspecified",4,101
"1254","Bodypart",3451,"Scrotum",4,102
"1255","Bodypart",3452,"Penis",4,103
"1256","Bodypart",3453,"External female genital region",4,104
"1257","Bodypart",3458,"Multiple external reproductive tract structures",4,105
"1258","Bodypart",3459,"External reproductive tract structures, n.e.c.",4,106
"1259","Bodypart",346,"Internal reproductive tract structures",3,107
"1260","Bodypart",3460,"Internal reproductive tract structures, unspecified",4,108
"1261","Bodypart",3461,"Prostate",4,109
"1262","Bodypart",3462,"Testis (testes)",4,110
"1263","Bodypart",3463,"Ovary (ovaries)",4,111
"1264","Bodypart",3464,"Uterus",4,112
"1265","Bodypart",3465,"Female genitals, n.e.c.",4,113
"1266","Bodypart",3468,"Multiple internal reproductive tract structures",4,114
"1267","Bodypart",3469,"Internal reproductive tract structures, n.e.c.",4,115
"1268","Bodypart",348,"Multiple pelvic region locations",3,116
"1269","Bodypart",349,"Pelvic region, n.e.c.",3,117
"1270","Bodypart",38,"Multiple trunk locations",2,118
"1271","Bodypart",39,"Trunk, n.e.c.",2,119
"1272","Bodypart",4,"UPPER EXTREMITIES",1,120
"1273","Bodypart",40,"Upper extremities, unspecified",2,121
"1274","Bodypart",41,"Shoulder(s), including clavicle(s), scapula(e)",2,122
"1275","Bodypart",42,"Arm(s)",2,123
"1276","Bodypart",420,"Arm(s), unspecified",3,124
"1277","Bodypart",421,"Upper arm(s)",3,125
"1278","Bodypart",422,"Elbow(s)",3,126
"1279","Bodypart",423,"Forearm(s)",3,127
"1280","Bodypart",428,"Multiple arm locations",3,128
"1281","Bodypart",4280,"Multiple arm locations, unspecified",4,129
"1282","Bodypart",4281,"Elbow(s) and arms(s)",4,130
"1283","Bodypart",4289,"Multiple arm locations, n.e.c.",4,131
"1284","Bodypart",429,"Arm(s), n.e.c.",3,132
"1285","Bodypart",43,"Wrist(s)",2,133
"1286","Bodypart",44,"Hand(s)",2,134
"1287","Bodypart",440,"Hand(s), unspecified",3,135
"1288","Bodypart",441,"Hand(s), except finger(s)",3,136
"1289","Bodypart",442,"Finger(s), fingernail(s)",3,137
"1290","Bodypart",4420,"Finger(s), fingernail(s), unspecified",4,138
"1291","Bodypart",4421,"Fingernail(s), nailbed(s)  ",4,139
"1292","Bodypart",4422,"Fingertip(s)",4,140
"1293","Bodypart",4429,"Finger(s), fingernail(s), n.e.c.",4,141
"1294","Bodypart",448,"Hand(s) and finger(s)",3,142
"1295","Bodypart",449,"Hand(s), n.e.c.",3,143
"1296","Bodypart",48,"Multiple upper extremities locations",2,144
"1297","Bodypart",480,"Multiple upper extremities locations, unspecified",3,145
"1298","Bodypart",481,"Hand(s) and arms(s)",3,146
"1299","Bodypart",4810,"Hand(s) and arm(s), unspecified",4,147
"1300","Bodypart",4811,"Hand(s) and elbow(s)",4,148
"1301","Bodypart",4819,"Hand(s) and arm(s), n.e.c.",4,149
"1302","Bodypart",482,"Hand(s) and wrist(s)",3,150
"1303","Bodypart",483,"Wrist(s) and arm(s)",3,151
"1304","Bodypart",4830,"Wrist(s) and arm(s), unspecified",4,152
"1305","Bodypart",4831,"Wrist(s) and elbow(s)",4,153
"1306","Bodypart",4839,"Wrist(s) and arm(s), n.e.c.",4,154
"1307","Bodypart",484,"Shoulder(s) and arm(s)",3,155
"1308","Bodypart",489,"Multiple upper extremities locations, n.e.c.",3,156
"1309","Bodypart",49,"Upper extremities, n.e.c.",2,157
"1310","Bodypart",5,"LOWER EXTREMITIES",1,158
"1311","Bodypart",50,"Lower extremities, unspecified",2,159
"1312","Bodypart",51,"Leg(s)",2,160
"1313","Bodypart",510,"Leg(s), unspecified",3,161
"1314","Bodypart",511,"Thigh(s)",3,162
"1315","Bodypart",512,"Knee(s)",3,163
"1316","Bodypart",513,"Lower leg(s)",3,164
"1317","Bodypart",518,"Multiple leg locations",3,165
"1318","Bodypart",5180,"Multiple leg locations, unspecified",4,166
"1319","Bodypart",5181,"Knee(s) and leg(s)",4,167
"1320","Bodypart",5189,"Multiple leg locations, n.e.c. ",4,168
"1321","Bodypart",519,"Leg(s), n.e.c.",3,169
"1322","Bodypart",52,"Ankle(s)",2,170
"1323","Bodypart",53,"Foot (feet)",2,171
"1324","Bodypart",530,"Foot (feet), unspecified",3,172
"1325","Bodypart",531,"Sole(s)",3,173
"1326","Bodypart",5310,"Sole(s), unspecified",4,174
"1327","Bodypart",5311,"Ball(s) of the foot",4,175
"1328","Bodypart",5312,"Arch(es), instep(s)",4,176
"1329","Bodypart",5313,"Heel(s)",4,177
"1330","Bodypart",5318,"Multiple sole locations",4,178
"1331","Bodypart",5319,"Sole(s), n.e.c.",4,179
"1332","Bodypart",532,"Toes(s), toenail(s)",3,180
"1333","Bodypart",538,"Multiple foot (feet) locations",3,181
"1334","Bodypart",539,"Foot (feet), n.e.c.",3,182
"1335","Bodypart",58,"Multiple lower extremities locations",2,183
"1336","Bodypart",580,"Multiple lower extremities locations, unspecified",3,184
"1337","Bodypart",581,"Foot (feet) and leg(s)",3,185
"1338","Bodypart",5810,"Foot(feet) and leg(s), unspecified",4,186
"1339","Bodypart",5811,"Foot(feet) and knee(s)",4,187
"1340","Bodypart",5819,"Foot(feet) and leg(s), n.e.c.",4,188
"1341","Bodypart",582,"Foot (feet) and ankle(s)",3,189
"1342","Bodypart",583,"Ankle(s) and leg(s)",3,190
"1343","Bodypart",5830,"Ankle(s) and leg(s), unspecified",4,191
"1344","Bodypart",5831,"Ankle(s) and knee(s)",4,192
"1345","Bodypart",5839,"Ankle(s) and leg(s), n.e.c.",4,193
"1346","Bodypart",589,"Multiple lower extremities locations, n.e.c.",3,194
"1347","Bodypart",59,"Lower extremities, n.e.c.",2,195
"1348","Bodypart",6,"BODY SYSTEMS",1,196
"1349","Bodypart",8,"MULTIPLE BODY PARTS",1,197
"1350","Bodypart",80,"Multiple body parts, unspecified",2,198
"1351","Bodypart",81,"Head and neck",2,199
"1352","Bodypart",82,"Head, neck, and trunk",2,200
"1353","Bodypart",83,"Head and trunk",2,201
"1354","Bodypart",84,"Neck and back",2,202
"1355","Bodypart",85,"Shoulder(s) and back",2,203
"1356","Bodypart",86,"Hip(s) and leg(s) ",2,204
"1357","Bodypart",87,"Upper and lower limb(s)",2,205
"1358","Bodypart",89,"Other multiple body parts",2,206
"1359","Bodypart",891,"Whole body",3,207
"1360","Bodypart",899,"Multiple body parts, n.e.c.",3,208
"1361","Bodypart",9,"OTHER BODY PARTS",1,209
"1362","Bodypart",91,"Prosthetic and orthopedic devices",2,210
"1363","Bodypart",910,"Prosthetic and orthopedic devices, unspecified",3,211
"1364","Bodypart",911,"Prosthetic and orthopedic devices of the head",3,212
"1365","Bodypart",912,"Prosthetic and orthopedic devices of the trunk",3,213
"1366","Bodypart",913,"Prosthetic and orthopedic devices of the upper extremities",3,214
"1367","Bodypart",914,"Prosthetic and orthopedic devices of the lower extremities",3,215
"1368","Bodypart",918,"Prosthetic and orthopedic devices involving multiple body parts",3,216
"1369","Bodypart",919,"Prosthetic and orthopedic devices, n.e.c.",3,217
"1370","Bodypart",9999,"Nonclassifiable",4,218
"1371","Source",1,"CHEMICALS AND CHEMICAL PRODUCTS",1,1
"1372","Source",10,"Chemicals and chemical products, unspecified",2,2
"1373","Source",11,"Acids and alkalies",2,3
"1374","Source",110,"Acids and alkalies, unspecified",3,4
"1375","Source",111,"Acids",3,5
"1376","Source",1110,"Acids, unspecified",4,6
"1377","Source",1111,"Acetic acid, vinegar",4,7
"1378","Source",1112,"Hydrogen chloride, hydrochloric acid",4,8
"1379","Source",1113,"Hydrogen fluoride, hydrofluoric acid",4,9
